State,Month,Year,Dayweek,Time,Crash Type,Number Fatalities
WA,4,2001,Tuesday,16:00,Single,1
Vic,4,2001,Thursday,6:00,Single,1
WA,4,2001,Monday,17:00,Single,1
Qld,4,2001,Wednesday,13:00,Single,1
Qld,4,2001,Tuesday,16:00,Single,1
WA,4,2001,Friday,1:00,Multiple,1
NSW,4,2001,Wednesday,7:00,Multiple,1
Vic,4,2001,Thursday,6:00,Multiple,1
NT,3,2001,Saturday,13:00,Single,1
Tas,3,2001,Friday,13:00,Multiple,1
Qld,3,2001,Sunday,14:00,Single,1
NT,3,2001,Saturday,4:00,Single,1
WA,3,2001,Saturday,9:00,Single,1
NSW,3,2001,Saturday,6:00,Single,1
SA,3,2001,Saturday,21:00,Single,1
NSW,3,2001,Sunday,1:00,Single,1
Tas,3,2001,Friday,21:00,Single,1
WA,3,2001,Sunday,4:00,Multiple,3
Vic,3,2001,Friday,18:00,Single,1
SA,3,2001,Saturday,19:00,Multiple,1
SA,3,2001,Saturday,23:00,Single,2
NSW,3,2001,Friday,22:00,Single,1
SA,3,2001,Friday,23:00,Multiple,1
Qld,3,2001,Sunday,1:00,Single,1
Qld,3,2001,Saturday,2:00,Single,1
Tas,3,2001,Friday,18:00,Single,1
Qld,3,2001,Friday,19:00,Single,1
SA,3,2001,Friday,20:00,Multiple,3
WA,3,2001,Sunday,1:00,Single,1
NSW,3,2001,Sunday,1:00,Multiple,1
Vic,3,2001,Sunday,20:00,Multiple,1
NSW,3,2001,Saturday,2:00,Single,1
NSW,3,2001,Sunday,23:00,Single,1
Vic,3,2001,Friday,19:00,Multiple,1
Vic,3,2001,Saturday,18:00,Single,1
Vic,3,2001,Sunday,21:00,Single,1
NSW,3,2001,Saturday,18:00,Single,1
NSW,3,2001,Thursday,5:00,Single,1
SA,3,2001,Tuesday,4:00,Multiple,2
NSW,3,2001,Thursday,23:00,Single,1
Tas,3,2001,Thursday,20:00,Multiple,3
NSW,3,2001,Wednesday,19:00,Multiple,1
WA,3,2001,Friday,0:00,Single,1
Qld,3,2001,Wednesday,20:00,Single,1
Tas,3,2001,Monday,22:00,Multiple,1
Vic,3,2001,Wednesday,4:00,Multiple,1
Vic,3,2001,Friday,3:00,Single,1
NSW,3,2001,Thursday,23:00,Multiple,1
Vic,3,2001,Monday,18:00,Single,1
Qld,3,2001,Wednesday,20:00,Single,1
SA,3,2001,Thursday,19:00,Single,1
Qld,3,2001,Saturday,7:00,Multiple,1
Tas,3,2001,Sunday,6:00,Single,1
Vic,3,2001,Saturday,10:00,Multiple,2
Qld,3,2001,Sunday,15:00,Multiple,1
Tas,3,2001,Sunday,16:00,Multiple,2
WA,3,2001,Saturday,11:00,Multiple,1
NSW,3,2001,Sunday,14:00,Multiple,1
NSW,3,2001,Sunday,6:00,Single,1
Vic,3,2001,Sunday,9:00,Multiple,1
Vic,3,2001,Saturday,7:00,Single,1
NSW,3,2001,Sunday,11:00,Multiple,2
Qld,3,2001,Sunday,11:00,Single,1
NSW,3,2001,Sunday,9:00,Multiple,2
Tas,3,2001,Sunday,8:00,Multiple,1
Tas,3,2001,Saturday,12:00,Single,1
Qld,3,2001,Saturday,8:00,Single,1
Vic,3,2001,Saturday,16:00,Single,1
WA,3,2001,Thursday,8:00,Multiple,1
Vic,3,2001,Wednesday,16:00,Multiple,2
Qld,3,2001,Tuesday,13:00,Multiple,1
NSW,3,2001,Thursday,15:00,Single,1
SA,3,2001,Tuesday,14:00,Single,1
NSW,3,2001,Friday,17:00,Multiple,1
NSW,3,2001,Thursday,8:00,Multiple,1
Qld,3,2001,Thursday,13:00,Multiple,1
Vic,3,2001,Tuesday,13:00,Multiple,1
Vic,3,2001,Thursday,12:00,Multiple,1
Qld,3,2001,Friday,15:00,Multiple,1
WA,3,2001,Friday,16:00,Single,1
Tas,3,2001,Friday,11:00,Single,1
NSW,3,2001,Friday,14:00,Multiple,1
NSW,3,2001,Monday,12:00,Multiple,1
SA,3,2001,Tuesday,7:00,Single,1
SA,3,2001,Monday,11:00,Multiple,1
Vic,3,2001,Thursday,14:00,Single,1
WA,3,2001,Wednesday,15:00,Single,1
Vic,3,2001,Wednesday,15:00,Single,1
Tas,3,2001,Thursday,16:00,Multiple,1
WA,3,2001,Monday,10:00,Multiple,1
Vic,3,2001,Friday,17:00,Multiple,1
Vic,3,2001,Wednesday,6:00,Multiple,1
NSW,3,2001,Friday,12:00,Multiple,1
NSW,3,2001,Tuesday,15:00,Multiple,1
NSW,3,2001,Thursday,6:00,Single,1
NSW,3,2001,Tuesday,7:00,Multiple,1
Vic,3,2001,Tuesday,13:00,Multiple,1
WA,3,2001,Thursday,13:00,Multiple,1
Qld,3,2001,Wednesday,11:00,Single,1
Qld,3,2001,Wednesday,17:00,Single,1
Vic,3,2001,Wednesday,10:00,Single,1
NSW,3,2001,Friday,9:00,Single,1
Qld,3,2001,Tuesday,17:00,Multiple,1
NSW,3,2001,Friday,9:00,Single,1
NSW,3,2001,Friday,11:00,Multiple,1
Qld,3,2001,Thursday,15:00,Multiple,2
NSW,3,2001,Monday,17:00,Single,1
NSW,3,2001,Monday,14:00,Multiple,1
Vic,3,2001,Wednesday,11:00,Multiple,1
Qld,3,2001,Friday,17:00,Multiple,1
NSW,3,2001,Wednesday,10:00,Multiple,1
NSW,3,2001,Monday,15:00,Multiple,1
NSW,3,2001,Monday,16:00,Multiple,1
NSW,3,2001,Wednesday,16:00,Multiple,1
NSW,3,2001,Sunday,5:00,Single,1
SA,3,2001,Friday,18:00,Single,1
Vic,3,2001,Saturday,0:00,Single,1
SA,3,2001,Sunday,19:00,Single,1
WA,3,2001,Friday,23:00,Single,1
NSW,3,2001,Friday,18:00,Single,1
NSW,3,2001,Friday,19:00,Single,1
Vic,3,2001,Friday,4:00,Single,1
Vic,3,2001,Wednesday,23:00,Single,1
Vic,3,2001,Sunday,10:00,Single,1
NSW,3,2001,Sunday,16:00,Single,1
Vic,3,2001,Thursday,8:00,Single,1
Vic,3,2001,Friday,9:00,Single,1
Vic,3,2001,Friday,11:00,Single,1
NSW,3,2001,Wednesday,8:00,Single,1
WA,3,2001,Friday,16:00,Single,1
NSW,3,2001,Thursday,9:00,Single,1
NSW,3,2001,Monday,9:00,Single,1
Qld,3,2001,Wednesday,15:00,Single,1
NSW,2,2001,Saturday,0:00,Single,1
Vic,2,2001,Wednesday,19:00,Single,1
NSW,2,2001,Thursday,0:00,Single,1
Vic,2,2001,Friday,22:00,Single,1
NSW,2,2001,Monday,4:00,Multiple,1
NSW,2,2001,Friday,19:00,Single,1
Vic,2,2001,Sunday,2:00,Single,2
NSW,2,2001,Friday,19:00,Single,1
Tas,2,2001,Saturday,22:00,Single,1
WA,2,2001,Sunday,2:00,Single,1
Qld,2,2001,Saturday,21:00,Single,2
NT,2,2001,Friday,18:00,Single,1
Qld,2,2001,Saturday,5:00,Single,1
NSW,2,2001,Sunday,1:00,Multiple,1
SA,2,2001,Saturday,0:00,Single,1
WA,2,2001,Sunday,1:00,Single,1
NSW,2,2001,Friday,20:00,Multiple,2
NSW,2,2001,Saturday,1:00,Single,1
Tas,2,2001,Sunday,22:00,Single,4
Qld,2,2001,Saturday,2:00,Single,1
WA,2,2001,Thursday,21:00,Multiple,1
NSW,2,2001,Monday,18:00,Single,1
Vic,2,2001,Wednesday,23:00,Multiple,1
Vic,2,2001,Friday,0:00,Multiple,1
SA,2,2001,Wednesday,1:00,Single,1
Vic,2,2001,Thursday,23:00,Single,1
Vic,2,2001,Tuesday,0:00,Multiple,1
Vic,2,2001,Tuesday,2:00,Multiple,1
NSW,2,2001,Thursday,20:00,Multiple,1
Vic,2,2001,Wednesday,0:00,Single,1
NSW,2,2001,Tuesday,5:00,Single,1
Vic,2,2001,Monday,21:00,Multiple,1
NSW,2,2001,Wednesday,19:00,Multiple,1
NSW,2,2001,Tuesday,19:00,Single,1
NSW,2,2001,Tuesday,20:00,Single,1
Vic,2,2001,Thursday,1:00,Single,1
WA,2,2001,Monday,15:00,Single,1
WA,2,2001,Sunday,10:00,Multiple,2
Qld,2,2001,Sunday,6:00,Single,1
NSW,2,2001,Sunday,12:00,Multiple,2
SA,2,2001,Sunday,11:00,Multiple,1
Vic,2,2001,Sunday,14:00,Single,1
Vic,2,2001,Sunday,9:00,Multiple,1
NSW,2,2001,Saturday,11:00,Multiple,1
NT,2,2001,Saturday,15:00,Single,1
Qld,2,2001,Sunday,16:00,Multiple,1
Tas,2,2001,Sunday,14:00,Multiple,1
ACT,2,2001,Sunday,10:00,Single,1
SA,2,2001,Friday,15:00,Multiple,2
Vic,2,2001,Tuesday,15:00,Single,1
NSW,2,2001,Tuesday,12:00,Single,1
Vic,2,2001,Monday,13:00,Multiple,1
NSW,2,2001,Thursday,12:00,Multiple,1
Qld,2,2001,Friday,14:00,Multiple,1
Qld,2,2001,Friday,16:00,Multiple,1
WA,2,2001,Wednesday,14:00,Multiple,1
Vic,2,2001,Thursday,8:00,Multiple,2
WA,2,2001,Tuesday,14:00,Single,1
Vic,2,2001,Tuesday,15:00,Multiple,1
Qld,2,2001,Tuesday,15:00,Multiple,2
Vic,2,2001,Thursday,16:00,Single,1
SA,2,2001,Wednesday,12:00,Multiple,1
NSW,2,2001,Thursday,15:00,Multiple,2
SA,2,2001,Wednesday,6:00,Multiple,1
NSW,2,2001,Monday,13:00,Multiple,1
Vic,2,2001,Monday,17:00,Multiple,1
Vic,2,2001,Tuesday,7:00,Multiple,1
Vic,2,2001,Tuesday,16:00,Single,1
NSW,2,2001,Thursday,14:00,Multiple,1
NSW,2,2001,Thursday,17:00,Single,1
SA,2,2001,Monday,15:00,Single,1
NSW,2,2001,Tuesday,6:00,Multiple,1
Qld,2,2001,Tuesday,15:00,Single,1
Vic,2,2001,Monday,11:00,Multiple,1
NSW,2,2001,Tuesday,9:00,Single,1
Qld,2,2001,Friday,17:00,Multiple,1
NSW,2,2001,Tuesday,13:00,Multiple,2
Qld,2,2001,Friday,16:00,Multiple,1
Vic,2,2001,Wednesday,12:00,Single,1
NSW,2,2001,Tuesday,15:00,Single,1
NSW,2,2001,Thursday,11:00,Multiple,1
Tas,2,2001,Monday,10:00,Single,1
WA,2,2001,Tuesday,9:00,Single,1
Qld,2,2001,Thursday,9:00,Multiple,1
Vic,2,2001,Tuesday,16:00,Multiple,1
NSW,2,2001,Thursday,15:00,Multiple,1
WA,2,2001,Monday,8:00,Single,1
Qld,2,2001,Thursday,12:00,Multiple,1
Qld,2,2001,Saturday,0:00,Single,1
NSW,2,2001,Saturday,3:00,Single,1
NT,2,2001,Friday,21:00,Single,1
Tas,2,2001,Saturday,4:00,Single,1
NSW,2,2001,Saturday,3:00,Single,1
Qld,2,2001,Sunday,9:00,Single,1
NSW,2,2001,Saturday,12:00,Single,1
NT,2,2001,Monday,22:00,Single,1
SA,2,2001,Tuesday,21:00,Single,1
NSW,2,2001,Tuesday,19:00,Single,1
NT,2,2001,Wednesday,20:00,Single,1
SA,2,2001,Monday,21:00,Single,1
SA,2,2001,Friday,1:00,Single,1
NSW,2,2001,Saturday,17:00,Single,1
ACT,2,2001,Friday,17:00,Single,1
NSW,2,2001,Wednesday,16:00,Single,1
Vic,2,2001,Friday,6:00,Single,1
Vic,2,2001,Wednesday,12:00,Single,1
Vic,2,2001,Monday,11:00,Single,1
SA,2,2001,Monday,17:00,Single,1
NSW,2,2001,Tuesday,9:00,Single,1
Vic,2,2001,Friday,16:00,Multiple,1
NSW,1,2001,Saturday,12:00,Single,1
Vic,1,2001,Saturday,11:00,Multiple,1
Qld,1,2001,Saturday,15:00,Multiple,2
Vic,1,2001,Friday,17:00,Single,1
ACT,1,2001,Monday,18:00,Single,1
WA,1,2001,Wednesday,22:00,Multiple,1
Qld,1,2001,Wednesday,20:00,Single,1
WA,1,2001,Monday,21:00,Multiple,1
NSW,1,2001,Monday,2:00,Single,1
Qld,1,2001,Sunday,19:00,Multiple,1
Qld,1,2001,Saturday,0:00,Single,1
NT,1,2001,Friday,20:00,Single,1
Qld,1,2001,Sunday,4:00,Single,1
Qld,1,2001,Friday,23:00,Single,1
NSW,1,2001,Saturday,19:00,Multiple,1
Vic,1,2001,Friday,18:00,Multiple,1
Vic,1,2001,Sunday,2:00,Single,1
WA,1,2001,Sunday,23:00,Single,1
Qld,1,2001,Sunday,23:00,Single,1
Qld,1,2001,Sunday,23:00,Single,1
NSW,1,2001,Friday,21:00,Single,3
ACT,1,2001,Friday,20:00,Multiple,1
Vic,1,2001,Monday,1:00,Single,1
Vic,1,2001,Saturday,2:00,Single,1
WA,1,2001,Friday,19:00,Multiple,1
Qld,1,2001,Sunday,1:00,Single,1
Vic,1,2001,Sunday,2:00,Multiple,1
NSW,1,2001,Saturday,23:00,Single,1
Vic,1,2001,Sunday,18:00,Single,1
WA,1,2001,Friday,21:00,Multiple,1
Vic,1,2001,Thursday,18:00,Single,1
NSW,1,2001,Tuesday,22:00,Multiple,1
Qld,1,2001,Wednesday,2:00,Single,1
WA,1,2001,Monday,19:00,Single,1
Vic,1,2001,Tuesday,22:00,Single,2
Qld,1,2001,Friday,5:00,Single,1
Vic,1,2001,Tuesday,19:00,Single,1
NSW,1,2001,Wednesday,0:00,Multiple,1
WA,1,2001,Tuesday,21:00,Multiple,1
Vic,1,2001,Thursday,20:00,Single,1
Vic,1,2001,Tuesday,19:00,Single,1
NSW,1,2001,Wednesday,1:00,Single,1
Vic,1,2001,Tuesday,22:00,Multiple,1
Vic,1,2001,Tuesday,1:00,Single,1
Vic,1,2001,Friday,0:00,Multiple,1
Vic,1,2001,Tuesday,1:00,Single,1
NSW,1,2001,Monday,19:00,Single,1
Vic,1,2001,Saturday,16:00,Multiple,1
Vic,1,2001,Saturday,13:00,Multiple,1
Qld,1,2001,Sunday,11:00,Multiple,1
Qld,1,2001,Saturday,7:00,Single,1
WA,1,2001,Sunday,14:00,Single,1
WA,1,2001,Sunday,9:00,Multiple,1
NSW,1,2001,Saturday,16:00,Multiple,5
NSW,1,2001,Saturday,7:00,Single,1
Qld,1,2001,Sunday,15:00,Multiple,1
Vic,1,2001,Saturday,15:00,Single,1
Qld,1,2001,Saturday,12:00,Multiple,1
Vic,1,2001,Sunday,9:00,Multiple,1
WA,1,2001,Sunday,12:00,Single,1
WA,1,2001,Saturday,10:00,Multiple,1
Vic,1,2001,Sunday,14:00,Multiple,1
NSW,1,2001,Saturday,15:00,Multiple,1
NSW,1,2001,Sunday,14:00,Multiple,1
SA,1,2001,Sunday,17:00,Single,1
Qld,1,2001,Sunday,10:00,Multiple,1
Tas,1,2001,Wednesday,16:00,Multiple,1
WA,1,2001,Wednesday,17:00,Multiple,1
Qld,1,2001,Thursday,6:00,Multiple,1
NSW,1,2001,Thursday,16:00,Multiple,1
Qld,1,2001,Thursday,10:00,Single,1
SA,1,2001,Monday,15:00,Multiple,1
NT,1,2001,Friday,12:00,Single,1
NSW,1,2001,Thursday,7:00,Multiple,1
NSW,1,2001,Friday,13:00,Multiple,1
Vic,1,2001,Tuesday,14:00,Single,1
SA,1,2001,Monday,11:00,Multiple,1
NSW,1,2001,Friday,16:00,Single,1
Qld,1,2001,Friday,14:00,Single,1
Tas,1,2001,Thursday,16:00,Multiple,2
Qld,1,2001,Tuesday,13:00,Single,1
WA,1,2001,Monday,12:00,Single,1
NT,1,2001,Tuesday,16:00,Single,1
NSW,1,2001,Friday,13:00,Single,1
SA,1,2001,Thursday,8:00,Multiple,1
Vic,1,2001,Tuesday,17:00,Multiple,1
NSW,1,2001,Thursday,17:00,Single,1
NSW,1,2001,Tuesday,7:00,Multiple,1
Vic,1,2001,Friday,14:00,Multiple,1
Vic,1,2001,Friday,10:00,Multiple,5
Vic,1,2001,Friday,16:00,Multiple,1
NSW,1,2001,Wednesday,16:00,Multiple,1
NSW,1,2001,Friday,17:00,Multiple,1
SA,1,2001,Monday,15:00,Multiple,1
WA,1,2001,Monday,15:00,Single,1
Vic,1,2001,Friday,6:00,Single,1
Vic,1,2001,Wednesday,9:00,Multiple,2
NSW,1,2001,Monday,12:00,Single,3
Qld,1,2001,Monday,15:00,Single,1
Vic,1,2001,Tuesday,12:00,Multiple,1
Vic,1,2001,Wednesday,17:00,Single,1
NSW,1,2001,Tuesday,17:00,Multiple,1
NSW,1,2001,Tuesday,12:00,Multiple,1
SA,1,2001,Tuesday,9:00,Multiple,1
Vic,1,2001,Wednesday,10:00,Multiple,1
Vic,1,2001,Tuesday,13:00,Multiple,2
Tas,1,2001,Tuesday,15:00,Multiple,2
NSW,1,2001,Saturday,5:00,Single,1
NSW,1,2001,Friday,21:00,Single,1
Qld,1,2001,Saturday,1:00,Single,1
SA,1,2001,Friday,20:00,Single,1
NSW,1,2001,Sunday,1:00,Single,1
NSW,1,2001,Thursday,22:00,Single,1
NSW,1,2001,Saturday,17:00,Single,1
Vic,1,2001,Thursday,12:00,Single,1
Qld,1,2001,Thursday,9:00,Single,1
Qld,1,2001,Tuesday,17:00,Single,1
Vic,1,2001,Wednesday,10:00,Single,1
Vic,1,2001,Sunday,2:00,Multiple,1
Vic,1,2001,Thursday,16:00,Multiple,1
Vic,12,2000,Sunday,6:00,Single,1
WA,12,2000,Saturday,3:00,Single,1
SA,12,2000,Sunday,15:00,Multiple,1
SA,12,2000,Sunday,21:00,Multiple,1
NSW,12,2000,Sunday,14:00,Single,1
WA,12,2000,Sunday,23:00,Single,1
Qld,12,2000,Sunday,5:00,Single,1
NSW,12,2000,Saturday,21:00,Single,1
Vic,12,2000,Saturday,5:00,Single,1
NSW,12,2000,Saturday,14:00,Single,1
Qld,12,2000,Monday,20:00,Multiple,1
NSW,12,2000,Wednesday,22:00,Multiple,1
Qld,12,2000,Thursday,0:00,Single,1
NSW,12,2000,Wednesday,3:00,Single,1
NSW,12,2000,Tuesday,20:00,Single,1
Qld,12,2000,Tuesday,23:00,Single,1
NSW,12,2000,Tuesday,18:00,Single,1
NSW,12,2000,Thursday,5:00,Multiple,1
NSW,12,2000,Saturday,18:00,Single,1
NSW,12,2000,Sunday,2:00,Single,1
NSW,12,2000,Saturday,18:00,Single,1
WA,12,2000,Saturday,0:00,Single,1
NSW,12,2000,Sunday,23:00,Single,1
WA,12,2000,Sunday,4:00,Multiple,2
NSW,12,2000,Friday,18:00,Multiple,1
Qld,12,2000,Sunday,21:00,Single,1
NSW,12,2000,Saturday,23:00,Single,1
NSW,12,2000,Sunday,0:00,Single,1
WA,12,2000,Saturday,21:00,Single,1
Vic,12,2000,Friday,22:00,Single,1
SA,12,2000,Sunday,1:00,Single,1
Qld,12,2000,Saturday,19:00,Single,2
Vic,12,2000,Sunday,2:00,Multiple,1
Tas,12,2000,Saturday,1:00,Single,1
Qld,12,2000,Sunday,3:00,Multiple,1
NSW,12,2000,Sunday,20:00,Multiple,1
NSW,12,2000,Friday,21:00,Single,1
Vic,12,2000,Saturday,23:00,Single,1
Qld,12,2000,Monday,2:00,Multiple,1
NSW,12,2000,Sunday,1:00,Multiple,1
NSW,12,2000,Saturday,23:00,Single,1
NSW,12,2000,Saturday,23:00,Multiple,1
NT,12,2000,Friday,19:00,Single,1
NSW,12,2000,Saturday,2:00,Single,1
Qld,12,2000,Sunday,11:00,Single,1
NSW,12,2000,Tuesday,5:00,Single,1
Vic,12,2000,Monday,19:00,Multiple,1
Vic,12,2000,Monday,19:00,Multiple,1
SA,12,2000,Wednesday,19:00,Multiple,1
NSW,12,2000,Tuesday,1:00,Single,1
Vic,12,2000,Monday,22:00,Single,1
Vic,12,2000,Wednesday,0:00,Single,1
Qld,12,2000,Friday,4:00,Single,1
NSW,12,2000,Tuesday,21:00,Single,1
NSW,12,2000,Tuesday,22:00,Single,1
NSW,12,2000,Monday,18:00,Multiple,1
Vic,12,2000,Tuesday,22:00,Single,1
Qld,12,2000,Thursday,0:00,Single,1
WA,12,2000,Thursday,23:00,Single,1
NSW,12,2000,Monday,23:00,Multiple,1
Qld,12,2000,Wednesday,21:00,Multiple,1
Vic,12,2000,Tuesday,22:00,Single,1
Qld,12,2000,Tuesday,18:00,Multiple,1
SA,12,2000,Wednesday,0:00,Single,1
NSW,12,2000,Wednesday,21:00,Multiple,1
Vic,12,2000,Monday,20:00,Single,1
Vic,12,2000,Monday,18:00,Single,1
Qld,12,2000,Wednesday,5:00,Multiple,1
SA,12,2000,Friday,1:00,Single,1
Qld,12,2000,Wednesday,0:00,Single,1
NSW,12,2000,Tuesday,4:00,Single,1
Vic,12,2000,Wednesday,19:00,Single,1
NSW,12,2000,Saturday,9:00,Single,1
NSW,12,2000,Saturday,15:00,Single,1
NSW,12,2000,Sunday,15:00,Multiple,1
WA,12,2000,Saturday,13:00,Single,2
NSW,12,2000,Sunday,14:00,Multiple,1
SA,12,2000,Sunday,14:00,Multiple,1
Vic,12,2000,Saturday,13:00,Multiple,1
NSW,12,2000,Saturday,17:00,Single,1
Vic,12,2000,Sunday,16:00,Single,1
NSW,12,2000,Saturday,7:00,Multiple,1
NSW,12,2000,Saturday,13:00,Single,1
Qld,12,2000,Saturday,9:00,Single,1
Qld,12,2000,Sunday,7:00,Single,1
NSW,12,2000,Saturday,12:00,Single,1
Vic,12,2000,Friday,16:00,Multiple,1
NSW,12,2000,Wednesday,11:00,Single,1
Tas,12,2000,Thursday,14:00,Multiple,2
Vic,12,2000,Wednesday,15:00,Multiple,1
NSW,12,2000,Monday,14:00,Multiple,1
WA,12,2000,Thursday,11:00,Multiple,1
Qld,12,2000,Wednesday,16:00,Multiple,1
Vic,12,2000,Monday,17:00,Multiple,1
NSW,12,2000,Friday,12:00,Multiple,3
NSW,12,2000,Monday,16:00,Single,1
WA,12,2000,Wednesday,13:00,Single,1
NSW,12,2000,Wednesday,7:00,Multiple,1
NSW,12,2000,Wednesday,16:00,Multiple,1
NSW,12,2000,Wednesday,15:00,Single,1
SA,12,2000,Wednesday,14:00,Single,1
NSW,12,2000,Monday,7:00,Multiple,1
Qld,12,2000,Thursday,16:00,Single,1
Vic,12,2000,Tuesday,8:00,Multiple,1
Vic,12,2000,Wednesday,11:00,Multiple,1
NSW,12,2000,Tuesday,13:00,Single,1
Vic,12,2000,Monday,16:00,Multiple,1
Tas,12,2000,Thursday,16:00,Single,1
ACT,12,2000,Thursday,11:00,Single,1
Qld,12,2000,Thursday,11:00,Multiple,2
NSW,12,2000,Monday,16:00,Single,1
Vic,12,2000,Thursday,14:00,Multiple,1
NSW,12,2000,Friday,13:00,Multiple,2
NSW,12,2000,Friday,6:00,Multiple,1
WA,12,2000,Friday,17:00,Single,1
WA,12,2000,Thursday,11:00,Multiple,1
Vic,12,2000,Monday,7:00,Single,1
Vic,12,2000,Friday,14:00,Single,1
SA,12,2000,Friday,15:00,Multiple,1
NSW,12,2000,Monday,6:00,Multiple,1
NSW,12,2000,Friday,9:00,Multiple,2
WA,12,2000,Thursday,13:00,Single,1
Vic,12,2000,Wednesday,16:00,Multiple,1
WA,12,2000,Thursday,8:00,Multiple,1
SA,12,2000,Wednesday,13:00,Single,1
Qld,12,2000,Thursday,12:00,Multiple,1
NSW,12,2000,Wednesday,13:00,Single,1
WA,12,2000,Thursday,11:00,Single,1
SA,12,2000,Friday,15:00,Single,1
Vic,12,2000,Friday,14:00,Multiple,1
SA,12,2000,Tuesday,12:00,Single,1
NSW,12,2000,Wednesday,11:00,Multiple,1
Vic,12,2000,Friday,12:00,Multiple,1
Qld,12,2000,Friday,12:00,Single,1
NSW,12,2000,Wednesday,17:00,Multiple,2
Qld,12,2000,Friday,11:00,Multiple,1
NSW,12,2000,Tuesday,10:00,Multiple,1
NSW,12,2000,Friday,14:00,Multiple,1
ACT,12,2000,Tuesday,23:00,Single,1
NT,12,2000,Sunday,23:00,Single,1
NSW,12,2000,Sunday,5:00,Single,1
NSW,12,2000,Saturday,3:00,Single,1
Tas,12,2000,Saturday,0:00,Single,1
NSW,12,2000,Wednesday,19:00,Single,1
NT,12,2000,Monday,22:00,Single,1
SA,12,2000,Wednesday,21:00,Single,1
NSW,12,2000,Tuesday,22:00,Single,1
Tas,12,2000,Friday,1:00,Single,1
NSW,12,2000,Saturday,17:00,Single,1
NSW,12,2000,Friday,10:00,Single,1
NT,12,2000,Friday,13:00,Single,1
Vic,12,2000,Friday,12:00,Single,1
NSW,12,2000,Monday,7:00,Single,1
WA,12,2000,Friday,2:00,Multiple,1
NSW,11,2000,Saturday,10:00,Multiple,1
NT,11,2000,Sunday,5:00,Single,1
Qld,11,2000,Thursday,2:00,Single,1
WA,11,2000,Wednesday,22:00,Single,1
Vic,11,2000,Tuesday,21:00,Single,1
NSW,11,2000,Sunday,1:00,Single,1
WA,11,2000,Saturday,2:00,Multiple,1
WA,11,2000,Saturday,22:00,Single,1
NSW,11,2000,Monday,1:00,Multiple,2
Vic,11,2000,Friday,18:00,Multiple,3
NSW,11,2000,Sunday,2:00,Single,1
NSW,11,2000,Saturday,5:00,Multiple,1
Vic,11,2000,Friday,23:00,Single,2
NSW,11,2000,Friday,18:00,Single,1
WA,11,2000,Sunday,18:00,Single,1
NSW,11,2000,Sunday,2:00,Single,1
NSW,11,2000,Saturday,18:00,Single,1
SA,11,2000,Sunday,2:00,Single,1
SA,11,2000,Saturday,0:00,Single,1
NSW,11,2000,Saturday,2:00,Multiple,1
WA,11,2000,Saturday,21:00,Single,1
Vic,11,2000,Sunday,2:00,Single,2
Vic,11,2000,Saturday,19:00,Single,1
Vic,11,2000,Sunday,19:00,Single,1
WA,11,2000,Saturday,0:00,Single,1
Vic,11,2000,Sunday,5:00,Single,1
NSW,11,2000,Sunday,4:00,Single,1
Qld,11,2000,Saturday,5:00,Multiple,6
WA,11,2000,Saturday,3:00,Single,1
SA,11,2000,Sunday,5:00,Single,1
Vic,11,2000,Sunday,2:00,Single,1
NSW,11,2000,Thursday,22:00,Single,1
Vic,11,2000,Tuesday,19:00,Single,1
Vic,11,2000,Tuesday,18:00,Multiple,1
Vic,11,2000,Wednesday,23:00,Single,1
Qld,11,2000,Tuesday,22:00,Single,1
NSW,11,2000,Tuesday,23:00,Multiple,2
Vic,11,2000,Friday,0:00,Multiple,1
NSW,11,2000,Monday,19:00,Single,1
Vic,11,2000,Thursday,19:00,Single,1
Vic,11,2000,Thursday,20:00,Single,1
NSW,11,2000,Tuesday,22:00,Single,1
Vic,11,2000,Friday,2:00,Multiple,1
Qld,11,2000,Friday,3:00,Single,1
Vic,11,2000,Friday,2:00,Single,1
NSW,11,2000,Tuesday,1:00,Multiple,1
WA,11,2000,Wednesday,22:00,Single,1
Vic,11,2000,Tuesday,22:00,Single,1
NSW,11,2000,Thursday,2:00,Single,1
NSW,11,2000,Friday,4:00,Multiple,1
NT,11,2000,Friday,4:00,Single,1
WA,11,2000,Thursday,1:00,Single,1
WA,11,2000,Tuesday,0:00,Single,1
Vic,11,2000,Saturday,14:00,Multiple,1
NSW,11,2000,Saturday,6:00,Single,1
WA,11,2000,Sunday,17:00,Single,1
NT,11,2000,Sunday,13:00,Single,1
Qld,11,2000,Sunday,13:00,Single,1
NSW,11,2000,Sunday,16:00,Multiple,1
NSW,11,2000,Saturday,17:00,Single,1
Vic,11,2000,Saturday,16:00,Multiple,2
NSW,11,2000,Saturday,10:00,Multiple,2
SA,11,2000,Saturday,14:00,Single,1
NSW,11,2000,Saturday,15:00,Single,1
NSW,11,2000,Sunday,14:00,Single,1
Vic,11,2000,Saturday,8:00,Multiple,1
NSW,11,2000,Saturday,16:00,Multiple,2
Qld,11,2000,Monday,7:00,Single,1
Vic,11,2000,Tuesday,14:00,Single,1
NSW,11,2000,Monday,17:00,Single,1
Vic,11,2000,Tuesday,13:00,Multiple,1
NSW,11,2000,Friday,15:00,Multiple,1
WA,11,2000,Monday,14:00,Single,1
NSW,11,2000,Friday,17:00,Multiple,1
Vic,11,2000,Monday,7:00,Multiple,1
