State,Year,Month,Fatalities,Day,Date
NSW,2019,Oct,29,10,2019-10-1
NSW,2019,Nov,27,11,2019-11-1
NSW,2019,Dec,29,12,2019-12-1
NSW,2020,Jan,23,1,2020-1-1
NSW,2020,Feb,30,2,2020-2-1
NSW,2020,Mar,24,3,2020-3-1
NSW,2020,Apr,23,4,2020-4-1
NSW,2020,May,20,5,2020-5-1
NSW,2020,Jun,22,6,2020-6-1
NSW,2020,Jul,24,7,2020-7-1
NSW,2020,Aug,26,8,2020-8-1
NSW,2020,Sep,29,9,2020-9-1
NSW,2020,Oct,17,10,2020-10-1
NSW,2020,Nov,24,11,2020-11-1
NSW,2020,Dec,22,12,2020-12-1
NSW,2021,Jan,24,1,2021-1-1
NSW,2021,Feb,26,2,2021-2-1
NSW,2021,Mar,20,3,2021-3-1
NSW,2021,Apr,24,4,2021-4-1
NSW,2021,May,21,5,2021-5-1
NSW,2021,Jun,29,6,2021-6-1
NSW,2021,Jul,18,7,2021-7-1
NSW,2021,Aug,16,8,2021-8-1
NSW,2021,Sep,16,9,2021-9-1
NSW,2021,Oct,25,10,2021-10-1
NSW,2021,Nov,22,11,2021-11-1
NSW,2021,Dec,32,12,2021-12-1
NSW,2022,Jan,34,1,2022-1-1
NSW,2022,Feb,26,2,2022-2-1
NSW,2022,Mar,28,3,2022-3-1
NSW,2022,Apr,27,4,2022-4-1
NSW,2022,May,22,5,2022-5-1
NSW,2022,Jun,21,6,2022-6-1
NSW,2022,Jul,12,7,2022-7-1
NSW,2022,Aug,18,8,2022-8-1
NT,1989,Jan,2,1,1989-1-1
NT,1989,Feb,2,2,1989-2-1
NT,1989,Mar,3,3,1989-3-1
NT,1989,Apr,10,4,1989-4-1
NT,1989,May,4,5,1989-5-1
NT,1989,Jun,7,6,1989-6-1
NT,1989,Jul,7,7,1989-7-1
NT,1989,Aug,4,8,1989-8-1
NT,1989,Sep,4,9,1989-9-1
NT,1989,Oct,4,10,1989-10-1
NT,1989,Nov,6,11,1989-11-1
NT,1989,Dec,8,12,1989-12-1
NT,1990,Jan,9,1,1990-1-1
NT,1990,Feb,2,2,1990-2-1
NT,1990,Mar,7,3,1990-3-1
NT,1990,Apr,5,4,1990-4-1
NT,1990,May,7,5,1990-5-1
NT,1990,Jun,2,6,1990-6-1
NT,1990,Jul,8,7,1990-7-1
NT,1990,Aug,10,8,1990-8-1
NT,1990,Sep,3,9,1990-9-1
NT,1990,Oct,1,10,1990-10-1
NT,1990,Nov,5,11,1990-11-1
NT,1990,Dec,9,12,1990-12-1
NT,1991,Jan,2,1,1991-1-1
NT,1991,Feb,6,2,1991-2-1
NT,1991,Mar,1,3,1991-3-1
NT,1991,Apr,8,4,1991-4-1
NT,1991,May,3,5,1991-5-1
NT,1991,Jun,5,6,1991-6-1
NT,1991,Jul,8,7,1991-7-1
NT,1991,Aug,12,8,1991-8-1
NT,1991,Sep,12,9,1991-9-1
NT,1991,Oct,1,10,1991-10-1
NT,1991,Nov,8,11,1991-11-1
NT,1991,Dec,1,12,1991-12-1
NT,1992,Jan,5,1,1992-1-1
NT,1992,Feb,14,2,1992-2-1
NT,1992,Mar,2,3,1992-3-1
NT,1992,Apr,8,4,1992-4-1
NT,1992,May,4,5,1992-5-1
NT,1992,Jun,1,6,1992-6-1
NT,1992,Jul,2,7,1992-7-1
NT,1992,Aug,2,8,1992-8-1
NT,1992,Oct,5,10,1992-10-1
NT,1992,Nov,4,11,1992-11-1
NT,1992,Dec,7,12,1992-12-1
NT,1993,Jan,2,1,1993-1-1
NT,1993,Feb,1,2,1993-2-1
NT,1993,Mar,4,3,1993-3-1
NT,1993,Apr,7,4,1993-4-1
NT,1993,May,1,5,1993-5-1
NT,1993,Jun,5,6,1993-6-1
NT,1993,Jul,3,7,1993-7-1
NT,1993,Aug,7,8,1993-8-1
NT,1993,Sep,2,9,1993-9-1
NT,1993,Oct,7,10,1993-10-1
NT,1993,Nov,3,11,1993-11-1
NT,1993,Dec,2,12,1993-12-1
NT,1994,Jan,6,1,1994-1-1
NT,1994,Feb,1,2,1994-2-1
NT,1994,Mar,3,3,1994-3-1
NT,1994,Apr,2,4,1994-4-1
NT,1994,May,8,5,1994-5-1
NT,1994,Jun,1,6,1994-6-1
NT,1994,Jul,2,7,1994-7-1
NT,1994,Aug,7,8,1994-8-1
NT,1994,Sep,2,9,1994-9-1
NT,1994,Oct,1,10,1994-10-1
NT,1994,Nov,4,11,1994-11-1
NT,1994,Dec,4,12,1994-12-1
NT,1995,Jan,2,1,1995-1-1
NT,1995,Feb,5,2,1995-2-1
NT,1995,Mar,3,3,1995-3-1
NT,1995,Apr,9,4,1995-4-1
NT,1995,May,5,5,1995-5-1
NT,1995,Jun,9,6,1995-6-1
NT,1995,Jul,4,7,1995-7-1
NT,1995,Aug,5,8,1995-8-1
NT,1995,Sep,2,9,1995-9-1
NT,1995,Oct,5,10,1995-10-1
NT,1995,Nov,2,11,1995-11-1
NT,1995,Dec,10,12,1995-12-1
NT,1996,Jan,6,1,1996-1-1
NT,1996,Feb,4,2,1996-2-1
NT,1996,Mar,3,3,1996-3-1
NT,1996,Apr,4,4,1996-4-1
NT,1996,May,12,5,1996-5-1
NT,1996,Jun,1,6,1996-6-1
NT,1996,Jul,5,7,1996-7-1
NT,1996,Aug,18,8,1996-8-1
NT,1996,Sep,5,9,1996-9-1
NT,1996,Oct,2,10,1996-10-1
NT,1996,Nov,3,11,1996-11-1
NT,1996,Dec,9,12,1996-12-1
NT,1997,Jan,1,1,1997-1-1
NT,1997,Feb,3,2,1997-2-1
NT,1997,Mar,8,3,1997-3-1
NT,1997,Apr,5,4,1997-4-1
NT,1997,May,6,5,1997-5-1
NT,1997,Jun,5,6,1997-6-1
NT,1997,Jul,2,7,1997-7-1
NT,1997,Aug,9,8,1997-8-1
NT,1997,Sep,3,9,1997-9-1
NT,1997,Oct,5,10,1997-10-1
NT,1997,Nov,2,11,1997-11-1
NT,1997,Dec,11,12,1997-12-1
NT,1998,Jan,4,1,1998-1-1
NT,1998,Feb,8,2,1998-2-1
NT,1998,Mar,1,3,1998-3-1
NT,1998,Apr,8,4,1998-4-1
NT,1998,May,6,5,1998-5-1
NT,1998,Jun,4,6,1998-6-1
NT,1998,Jul,10,7,1998-7-1
NT,1998,Aug,11,8,1998-8-1
NT,1998,Sep,6,9,1998-9-1
NT,1998,Oct,5,10,1998-10-1
NT,1998,Nov,3,11,1998-11-1
NT,1998,Dec,3,12,1998-12-1
NT,1999,Jan,2,1,1999-1-1
NT,1999,Feb,6,2,1999-2-1
NT,1999,Mar,2,3,1999-3-1
NT,1999,Apr,1,4,1999-4-1
NT,1999,May,2,5,1999-5-1
NT,1999,Jun,6,6,1999-6-1
NT,1999,Jul,4,7,1999-7-1
NT,1999,Aug,7,8,1999-8-1
NT,1999,Sep,8,9,1999-9-1
NT,1999,Oct,5,10,1999-10-1
NT,1999,Nov,3,11,1999-11-1
NT,1999,Dec,3,12,1999-12-1
NT,2000,Jan,3,1,2000-1-1
NT,2000,Feb,3,2,2000-2-1
NT,2000,Mar,4,3,2000-3-1
NT,2000,Apr,3,4,2000-4-1
NT,2000,May,4,5,2000-5-1
NT,2000,Jun,5,6,2000-6-1
NT,2000,Jul,6,7,2000-7-1
NT,2000,Aug,5,8,2000-8-1
NT,2000,Sep,5,9,2000-9-1
NT,2000,Oct,5,10,2000-10-1
NT,2000,Nov,4,11,2000-11-1
NT,2000,Dec,4,12,2000-12-1
NT,2001,Jan,3,1,2001-1-1
NT,2001,Feb,5,2,2001-2-1
NT,2001,Mar,2,3,2001-3-1
NT,2001,Apr,4,4,2001-4-1
NT,2001,May,4,5,2001-5-1
NT,2001,Jun,7,6,2001-6-1
NT,2001,Aug,5,8,2001-8-1
NT,2001,Sep,5,9,2001-9-1
NT,2001,Oct,3,10,2001-10-1
NT,2001,Nov,4,11,2001-11-1
NT,2001,Dec,8,12,2001-12-1
NT,2002,Jan,1,1,2002-1-1
NT,2002,Feb,5,2,2002-2-1
NT,2002,Mar,1,3,2002-3-1
NT,2002,Apr,4,4,2002-4-1
NT,2002,May,5,5,2002-5-1
NT,2002,Jun,3,6,2002-6-1
NT,2002,Jul,5,7,2002-7-1
NT,2002,Aug,7,8,2002-8-1
NT,2002,Sep,6,9,2002-9-1
NT,2002,Oct,4,10,2002-10-1
NT,2002,Nov,9,11,2002-11-1
NT,2002,Dec,5,12,2002-12-1
NT,2003,Jan,6,1,2003-1-1
NT,2003,Feb,2,2,2003-2-1
NT,2003,Mar,4,3,2003-3-1
NT,2003,Apr,5,4,2003-4-1
NT,2003,May,3,5,2003-5-1
NT,2003,Jun,5,6,2003-6-1
NT,2003,Jul,4,7,2003-7-1
NT,2003,Aug,9,8,2003-8-1
NT,2003,Sep,4,9,2003-9-1
NT,2003,Oct,1,10,2003-10-1
NT,2003,Nov,6,11,2003-11-1
NT,2003,Dec,4,12,2003-12-1
NT,2004,Jan,2,1,2004-1-1
NT,2004,Feb,6,2,2004-2-1
NT,2004,Mar,2,3,2004-3-1
NT,2004,Apr,1,4,2004-4-1
NT,2004,May,3,5,2004-5-1
NT,2004,Jun,3,6,2004-6-1
NT,2004,Jul,2,7,2004-7-1
NT,2004,Aug,3,8,2004-8-1
NT,2004,Sep,4,9,2004-9-1
NT,2004,Oct,2,10,2004-10-1
NT,2004,Nov,3,11,2004-11-1
NT,2004,Dec,4,12,2004-12-1
NT,2005,Jan,1,1,2005-1-1
NT,2005,Feb,5,2,2005-2-1
NT,2005,Mar,4,3,2005-3-1
NT,2005,Apr,4,4,2005-4-1
NT,2005,May,1,5,2005-5-1
NT,2005,Jun,7,6,2005-6-1
NT,2005,Jul,5,7,2005-7-1
NT,2005,Aug,7,8,2005-8-1
NT,2005,Sep,8,9,2005-9-1
NT,2005,Oct,3,10,2005-10-1
NT,2005,Nov,5,11,2005-11-1
NT,2005,Dec,5,12,2005-12-1
NT,2006,Jan,1,1,2006-1-1
NT,2006,Feb,2,2,2006-2-1
NT,2006,Mar,2,3,2006-3-1
NT,2006,Apr,5,4,2006-4-1
NT,2006,May,2,5,2006-5-1
NT,2006,Jun,3,6,2006-6-1
NT,2006,Jul,6,7,2006-7-1
NT,2006,Aug,11,8,2006-8-1
NT,2006,Sep,1,9,2006-9-1
NT,2006,Oct,5,10,2006-10-1
NT,2006,Nov,4,11,2006-11-1
NT,2006,Dec,3,12,2006-12-1
NT,2007,Jan,5,1,2007-1-1
NT,2007,Feb,3,2,2007-2-1
NT,2007,Mar,2,3,2007-3-1
NT,2007,Apr,1,4,2007-4-1
NT,2007,May,3,5,2007-5-1
NT,2007,Jun,7,6,2007-6-1
NT,2007,Jul,6,7,2007-7-1
NT,2007,Aug,6,8,2007-8-1
NT,2007,Sep,4,9,2007-9-1
NT,2007,Oct,7,10,2007-10-1
NT,2007,Nov,4,11,2007-11-1
NT,2007,Dec,10,12,2007-12-1
NT,2008,Jan,2,1,2008-1-1
NT,2008,Feb,5,2,2008-2-1
NT,2008,Mar,4,3,2008-3-1
NT,2008,Apr,4,4,2008-4-1
NT,2008,May,10,5,2008-5-1
NT,2008,Jun,7,6,2008-6-1
NT,2008,Jul,7,7,2008-7-1
NT,2008,Aug,10,8,2008-8-1
NT,2008,Sep,8,9,2008-9-1
NT,2008,Oct,9,10,2008-10-1
NT,2008,Nov,5,11,2008-11-1
NT,2008,Dec,4,12,2008-12-1
NT,2009,Jan,2,1,2009-1-1
NT,2009,Mar,2,3,2009-3-1
NT,2009,Apr,2,4,2009-4-1
NT,2009,May,3,5,2009-5-1
NT,2009,Jun,4,6,2009-6-1
NT,2009,Jul,3,7,2009-7-1
NT,2009,Aug,2,8,2009-8-1
NT,2009,Sep,4,9,2009-9-1
NT,2009,Oct,5,10,2009-10-1
NT,2009,Nov,2,11,2009-11-1
NT,2009,Dec,2,12,2009-12-1
NT,2010,Jan,5,1,2010-1-1
NT,2010,Feb,1,2,2010-2-1
NT,2010,Mar,3,3,2010-3-1
NT,2010,Apr,2,4,2010-4-1
NT,2010,May,3,5,2010-5-1
NT,2010,Jun,3,6,2010-6-1
NT,2010,Jul,10,7,2010-7-1
NT,2010,Aug,7,8,2010-8-1
NT,2010,Sep,3,9,2010-9-1
NT,2010,Oct,4,10,2010-10-1
NT,2010,Nov,4,11,2010-11-1
NT,2010,Dec,5,12,2010-12-1
NT,2011,Feb,2,2,2011-2-1
NT,2011,Apr,3,4,2011-4-1
NT,2011,May,2,5,2011-5-1
NT,2011,Jun,4,6,2011-6-1
NT,2011,Jul,9,7,2011-7-1
NT,2011,Aug,3,8,2011-8-1
NT,2011,Sep,5,9,2011-9-1
NT,2011,Oct,5,10,2011-10-1
NT,2011,Nov,6,11,2011-11-1
NT,2011,Dec,6,12,2011-12-1
NT,2012,Jan,3,1,2012-1-1
NT,2012,Feb,2,2,2012-2-1
NT,2012,Mar,1,3,2012-3-1
NT,2012,Apr,4,4,2012-4-1
NT,2012,May,3,5,2012-5-1
NT,2012,Jun,6,6,2012-6-1
NT,2012,Jul,6,7,2012-7-1
NT,2012,Aug,9,8,2012-8-1
NT,2012,Sep,3,9,2012-9-1
NT,2012,Oct,3,10,2012-10-1
NT,2012,Nov,4,11,2012-11-1
NT,2012,Dec,5,12,2012-12-1
NT,2013,Jan,2,1,2013-1-1
NT,2013,Feb,1,2,2013-2-1
NT,2013,Apr,5,4,2013-4-1
NT,2013,May,4,5,2013-5-1
NT,2013,Jun,4,6,2013-6-1
NT,2013,Jul,3,7,2013-7-1
NT,2013,Aug,5,8,2013-8-1
NT,2013,Sep,4,9,2013-9-1
NT,2013,Oct,5,10,2013-10-1
NT,2013,Nov,2,11,2013-11-1
NT,2013,Dec,2,12,2013-12-1
NT,2014,Jan,3,1,2014-1-1
NT,2014,Feb,3,2,2014-2-1
NT,2014,Mar,3,3,2014-3-1
NT,2014,Apr,2,4,2014-4-1
NT,2014,May,7,5,2014-5-1
NT,2014,Jun,3,6,2014-6-1
NT,2014,Jul,3,7,2014-7-1
NT,2014,Aug,4,8,2014-8-1
NT,2014,Sep,2,9,2014-9-1
NT,2014,Oct,5,10,2014-10-1
NT,2014,Nov,2,11,2014-11-1
NT,2014,Dec,2,12,2014-12-1
NT,2015,Jan,1,1,2015-1-1
NT,2015,Feb,3,2,2015-2-1
NT,2015,Mar,4,3,2015-3-1
NT,2015,Apr,2,4,2015-4-1
NT,2015,May,5,5,2015-5-1
NT,2015,Jun,8,6,2015-6-1
NT,2015,Jul,4,7,2015-7-1
NT,2015,Aug,7,8,2015-8-1
NT,2015,Sep,3,9,2015-9-1
NT,2015,Oct,4,10,2015-10-1
NT,2015,Nov,1,11,2015-11-1
NT,2015,Dec,7,12,2015-12-1
NT,2016,Jan,3,1,2016-1-1
NT,2016,Feb,3,2,2016-2-1
NT,2016,Mar,3,3,2016-3-1
NT,2016,Apr,4,4,2016-4-1
NT,2016,May,4,5,2016-5-1
NT,2016,Jun,1,6,2016-6-1
NT,2016,Jul,5,7,2016-7-1
NT,2016,Aug,6,8,2016-8-1
NT,2016,Oct,7,10,2016-10-1
NT,2016,Nov,5,11,2016-11-1
NT,2016,Dec,4,12,2016-12-1
NT,2017,Jan,3,1,2017-1-1
NT,2017,Feb,3,2,2017-2-1
NT,2017,Mar,2,3,2017-3-1
NT,2017,Apr,3,4,2017-4-1
NT,2017,May,1,5,2017-5-1
NT,2017,Jun,5,6,2017-6-1
NT,2017,Jul,3,7,2017-7-1
NT,2017,Sep,2,9,2017-9-1
NT,2017,Oct,4,10,2017-10-1
NT,2017,Nov,1,11,2017-11-1
NT,2017,Dec,4,12,2017-12-1
NT,2018,Jan,3,1,2018-1-1
NT,2018,Feb,3,2,2018-2-1
NT,2018,Mar,9,3,2018-3-1
NT,2018,Apr,3,4,2018-4-1
NT,2018,May,5,5,2018-5-1
NT,2018,Jun,5,6,2018-6-1
NT,2018,Jul,3,7,2018-7-1
NT,2018,Aug,3,8,2018-8-1
NT,2018,Sep,2,9,2018-9-1
NT,2018,Oct,8,10,2018-10-1
NT,2018,Nov,3,11,2018-11-1
NT,2018,Dec,3,12,2018-12-1
NT,2019,Jan,5,1,2019-1-1
NT,2019,Feb,1,2,2019-2-1
NT,2019,Mar,1,3,2019-3-1
NT,2019,Apr,3,4,2019-4-1
NT,2019,May,3,5,2019-5-1
NT,2019,Jun,2,6,2019-6-1
NT,2019,Jul,4,7,2019-7-1
NT,2019,Aug,3,8,2019-8-1
NT,2019,Sep,1,9,2019-9-1
NT,2019,Oct,1,10,2019-10-1
NT,2019,Dec,12,12,2019-12-1
NT,2020,Jan,1,1,2020-1-1
NT,2020,Feb,4,2,2020-2-1
NT,2020,Mar,1,3,2020-3-1
NT,2020,Apr,1,4,2020-4-1
NT,2020,May,1,5,2020-5-1
NT,2020,Jun,3,6,2020-6-1
NT,2020,Jul,4,7,2020-7-1
NT,2020,Aug,5,8,2020-8-1
NT,2020,Oct,3,10,2020-10-1
NT,2020,Nov,3,11,2020-11-1
NT,2020,Dec,5,12,2020-12-1
NT,2021,Jan,3,1,2021-1-1
NT,2021,Mar,2,3,2021-3-1
NT,2021,Apr,2,4,2021-4-1
NT,2021,May,4,5,2021-5-1
NT,2021,Jun,6,6,2021-6-1
NT,2021,Jul,5,7,2021-7-1
NT,2021,Aug,3,8,2021-8-1
NT,2021,Sep,1,9,2021-9-1
NT,2021,Oct,3,10,2021-10-1
NT,2021,Nov,1,11,2021-11-1
NT,2021,Dec,5,12,2021-12-1
NT,2022,Jan,3,1,2022-1-1
NT,2022,Feb,7,2,2022-2-1
NT,2022,Mar,3,3,2022-3-1
NT,2022,Apr,4,4,2022-4-1
NT,2022,May,5,5,2022-5-1
NT,2022,Jun,5,6,2022-6-1
NT,2022,Jul,4,7,2022-7-1
NT,2022,Aug,5,8,2022-8-1
Qld,1989,Jan,27,1,1989-1-1
Qld,1989,Feb,27,2,1989-2-1
Qld,1989,Mar,42,3,1989-3-1
Qld,1989,Apr,24,4,1989-4-1
Qld,1989,May,31,5,1989-5-1
Qld,1989,Jun,28,6,1989-6-1
Qld,1989,Jul,42,7,1989-7-1
Qld,1989,Aug,32,8,1989-8-1
Qld,1989,Sep,36,9,1989-9-1
Qld,1989,Oct,41,10,1989-10-1
Qld,1989,Nov,51,11,1989-11-1
Qld,1989,Dec,47,12,1989-12-1
Qld,1990,Jan,23,1,1990-1-1
Qld,1990,Feb,28,2,1990-2-1
Qld,1990,Mar,32,3,1990-3-1
Qld,1990,Apr,29,4,1990-4-1
Qld,1990,May,30,5,1990-5-1
Qld,1990,Jun,39,6,1990-6-1
Qld,1990,Jul,31,7,1990-7-1
Qld,1990,Aug,39,8,1990-8-1
Qld,1990,Sep,49,9,1990-9-1
Qld,1990,Oct,33,10,1990-10-1
Qld,1990,Nov,28,11,1990-11-1
Qld,1990,Dec,38,12,1990-12-1
Qld,1991,Jan,21,1,1991-1-1
Qld,1991,Feb,23,2,1991-2-1
Qld,1991,Mar,34,3,1991-3-1
Qld,1991,Apr,31,4,1991-4-1
Qld,1991,May,38,5,1991-5-1
Qld,1991,Jun,29,6,1991-6-1
Qld,1991,Jul,43,7,1991-7-1
Qld,1991,Aug,34,8,1991-8-1
Qld,1991,Sep,34,9,1991-9-1
Qld,1991,Oct,31,10,1991-10-1
Qld,1991,Nov,41,11,1991-11-1
Qld,1991,Dec,36,12,1991-12-1
Qld,1992,Jan,34,1,1992-1-1
Qld,1992,Feb,19,2,1992-2-1
Qld,1992,Mar,22,3,1992-3-1
Qld,1992,Apr,43,4,1992-4-1
Qld,1992,May,40,5,1992-5-1
Qld,1992,Jun,43,6,1992-6-1
Qld,1992,Jul,37,7,1992-7-1
Qld,1992,Aug,37,8,1992-8-1
Qld,1992,Sep,29,9,1992-9-1
Qld,1992,Oct,37,10,1992-10-1
Qld,1992,Nov,35,11,1992-11-1
Qld,1992,Dec,40,12,1992-12-1
Qld,1993,Jan,29,1,1993-1-1
Qld,1993,Feb,34,2,1993-2-1
Qld,1993,Mar,20,3,1993-3-1
Qld,1993,Apr,26,4,1993-4-1
Qld,1993,May,25,5,1993-5-1
Qld,1993,Jun,33,6,1993-6-1
Qld,1993,Jul,35,7,1993-7-1
Qld,1993,Aug,46,8,1993-8-1
Qld,1993,Sep,38,9,1993-9-1
Qld,1993,Oct,45,10,1993-10-1
Qld,1993,Nov,28,11,1993-11-1
Qld,1993,Dec,37,12,1993-12-1
Qld,1994,Jan,37,1,1994-1-1
Qld,1994,Feb,31,2,1994-2-1
Qld,1994,Mar,28,3,1994-3-1
Qld,1994,Apr,22,4,1994-4-1
Qld,1994,May,26,5,1994-5-1
Qld,1994,Jun,41,6,1994-6-1
Qld,1994,Jul,31,7,1994-7-1
Qld,1994,Aug,34,8,1994-8-1
Qld,1994,Sep,32,9,1994-9-1
Qld,1994,Oct,59,10,1994-10-1
Qld,1994,Nov,38,11,1994-11-1
Qld,1994,Dec,39,12,1994-12-1
Qld,1995,Jan,40,1,1995-1-1
Qld,1995,Feb,32,2,1995-2-1
Qld,1995,Mar,38,3,1995-3-1
Qld,1995,Apr,27,4,1995-4-1
Qld,1995,May,45,5,1995-5-1
Qld,1995,Jun,42,6,1995-6-1
Qld,1995,Jul,41,7,1995-7-1
Qld,1995,Aug,33,8,1995-8-1
Qld,1995,Sep,43,9,1995-9-1
Qld,1995,Oct,41,10,1995-10-1
Qld,1995,Nov,39,11,1995-11-1
Qld,1995,Dec,35,12,1995-12-1
Qld,1996,Jan,20,1,1996-1-1
Qld,1996,Feb,28,2,1996-2-1
Qld,1996,Mar,30,3,1996-3-1
Qld,1996,Apr,16,4,1996-4-1
Qld,1996,May,32,5,1996-5-1
Qld,1996,Jun,33,6,1996-6-1
Qld,1996,Jul,28,7,1996-7-1
Qld,1996,Aug,38,8,1996-8-1
Qld,1996,Sep,37,9,1996-9-1
Qld,1996,Oct,36,10,1996-10-1
Qld,1996,Nov,48,11,1996-11-1
Qld,1996,Dec,39,12,1996-12-1
Qld,1997,Jan,27,1,1997-1-1
Qld,1997,Feb,34,2,1997-2-1
Qld,1997,Mar,31,3,1997-3-1
Qld,1997,Apr,26,4,1997-4-1
Qld,1997,May,34,5,1997-5-1
Qld,1997,Jun,19,6,1997-6-1
Qld,1997,Jul,32,7,1997-7-1
Qld,1997,Aug,40,8,1997-8-1
Qld,1997,Sep,34,9,1997-9-1
Qld,1997,Oct,27,10,1997-10-1
Qld,1997,Nov,19,11,1997-11-1
Qld,1997,Dec,37,12,1997-12-1
Qld,1998,Jan,20,1,1998-1-1
Qld,1998,Feb,17,2,1998-2-1
Qld,1998,Mar,21,3,1998-3-1
Qld,1998,Apr,19,4,1998-4-1
Qld,1998,May,14,5,1998-5-1
Qld,1998,Jun,25,6,1998-6-1
Qld,1998,Jul,33,7,1998-7-1
Qld,1998,Aug,25,8,1998-8-1
Qld,1998,Sep,24,9,1998-9-1
Qld,1998,Oct,20,10,1998-10-1
Qld,1998,Nov,33,11,1998-11-1
Qld,1998,Dec,28,12,1998-12-1
Qld,1999,Jan,25,1,1999-1-1
Qld,1999,Feb,12,2,1999-2-1
Qld,1999,Mar,27,3,1999-3-1
Qld,1999,Apr,19,4,1999-4-1
Qld,1999,May,30,5,1999-5-1
Qld,1999,Jun,24,6,1999-6-1
Qld,1999,Jul,32,7,1999-7-1
Qld,1999,Aug,24,8,1999-8-1
Qld,1999,Sep,30,9,1999-9-1
Qld,1999,Oct,37,10,1999-10-1
Qld,1999,Nov,28,11,1999-11-1
Qld,1999,Dec,26,12,1999-12-1
Qld,2000,Jan,30,1,2000-1-1
Qld,2000,Feb,17,2,2000-2-1
Qld,2000,Mar,32,3,2000-3-1
Qld,2000,Apr,23,4,2000-4-1
Qld,2000,May,30,5,2000-5-1
Qld,2000,Jun,20,6,2000-6-1
Qld,2000,Jul,33,7,2000-7-1
Qld,2000,Aug,30,8,2000-8-1
Qld,2000,Sep,26,9,2000-9-1
Qld,2000,Oct,25,10,2000-10-1
Qld,2000,Nov,26,11,2000-11-1
Qld,2000,Dec,25,12,2000-12-1
Qld,2001,Jan,25,1,2001-1-1
Qld,2001,Feb,17,2,2001-2-1
Qld,2001,Mar,20,3,2001-3-1
Qld,2001,Apr,22,4,2001-4-1
Qld,2001,May,30,5,2001-5-1
Qld,2001,Jun,30,6,2001-6-1
Qld,2001,Jul,36,7,2001-7-1
Qld,2001,Aug,22,8,2001-8-1
Qld,2001,Sep,34,9,2001-9-1
Qld,2001,Oct,33,10,2001-10-1
Qld,2001,Nov,28,11,2001-11-1
Qld,2001,Dec,27,12,2001-12-1
Qld,2002,Jan,23,1,2002-1-1
Qld,2002,Feb,20,2,2002-2-1
Qld,2002,Mar,25,3,2002-3-1
Qld,2002,Apr,24,4,2002-4-1
Qld,2002,May,27,5,2002-5-1
Qld,2002,Jun,20,6,2002-6-1
Qld,2002,Jul,27,7,2002-7-1
Qld,2002,Aug,35,8,2002-8-1
Qld,2002,Sep,31,9,2002-9-1
Qld,2002,Oct,37,10,2002-10-1
Qld,2002,Nov,30,11,2002-11-1
Qld,2002,Dec,23,12,2002-12-1
Qld,2003,Jan,21,1,2003-1-1
Qld,2003,Feb,17,2,2003-2-1
Qld,2003,Mar,23,3,2003-3-1
Qld,2003,Apr,36,4,2003-4-1
Qld,2003,May,22,5,2003-5-1
Qld,2003,Jun,37,6,2003-6-1
Qld,2003,Jul,20,7,2003-7-1
Qld,2003,Aug,28,8,2003-8-1
Qld,2003,Sep,25,9,2003-9-1
Qld,2003,Oct,22,10,2003-10-1
Qld,2003,Nov,31,11,2003-11-1
Qld,2003,Dec,28,12,2003-12-1
Qld,2004,Jan,26,1,2004-1-1
Qld,2004,Feb,12,2,2004-2-1
Qld,2004,Mar,30,3,2004-3-1
Qld,2004,Apr,28,4,2004-4-1
Qld,2004,May,25,5,2004-5-1
Qld,2004,Jun,22,6,2004-6-1
Qld,2004,Jul,28,7,2004-7-1
Qld,2004,Aug,32,8,2004-8-1
Qld,2004,Sep,21,9,2004-9-1
Qld,2004,Oct,33,10,2004-10-1
Qld,2004,Nov,28,11,2004-11-1
Qld,2004,Dec,26,12,2004-12-1
Qld,2005,Jan,17,1,2005-1-1
Qld,2005,Feb,21,2,2005-2-1
Qld,2005,Mar,24,3,2005-3-1
Qld,2005,Apr,32,4,2005-4-1
Qld,2005,May,21,5,2005-5-1
Qld,2005,Jun,29,6,2005-6-1
Qld,2005,Jul,22,7,2005-7-1
Qld,2005,Aug,42,8,2005-8-1
Qld,2005,Sep,25,9,2005-9-1
Qld,2005,Oct,30,10,2005-10-1
Qld,2005,Nov,30,11,2005-11-1
Qld,2005,Dec,37,12,2005-12-1
Qld,2006,Jan,29,1,2006-1-1
Qld,2006,Feb,20,2,2006-2-1
Qld,2006,Mar,25,3,2006-3-1
Qld,2006,Apr,26,4,2006-4-1
Qld,2006,May,29,5,2006-5-1
Qld,2006,Jun,27,6,2006-6-1
Qld,2006,Jul,25,7,2006-7-1
Qld,2006,Aug,28,8,2006-8-1
Qld,2006,Sep,32,9,2006-9-1
Qld,2006,Oct,29,10,2006-10-1
Qld,2006,Nov,30,11,2006-11-1
Qld,2006,Dec,35,12,2006-12-1
Qld,2007,Jan,21,1,2007-1-1
Qld,2007,Feb,36,2,2007-2-1
Qld,2007,Mar,30,3,2007-3-1
Qld,2007,Apr,25,4,2007-4-1
Qld,2007,May,41,5,2007-5-1
Qld,2007,Jun,34,6,2007-6-1
Qld,2007,Jul,29,7,2007-7-1
Qld,2007,Aug,37,8,2007-8-1
Qld,2007,Sep,31,9,2007-9-1
Qld,2007,Oct,23,10,2007-10-1
Qld,2007,Nov,28,11,2007-11-1
Qld,2007,Dec,25,12,2007-12-1
Qld,2008,Jan,28,1,2008-1-1
Qld,2008,Feb,24,2,2008-2-1
